fine_value,U_N_0,U_N_1,U_N_2,U_N_3,U_N_4,U_N_5,U_P_0,U_P_1,U_P_2,U_P_3,U_P_4,U_P_5,V_N_0,V_N_1,V_N_2,V_N_3,V_N_4,V_N_5,V_P_0,V_P_1,V_P_2,V_P_3,V_P_4,V_P_5,,DAC nmos0 U offset form ideal,,,DAC nmos5 U offset form ideal
201,5.61202588465953E-11,4.47548076749546E-10,3.56167310664995E-09,2.82925897599955E-08,2.2544552076418E-07,1.78988572493581E-06,5.23020956562725E-11,4.18833592536369E-10,3.35071475694662E-09,2.67485872702854E-08,2.14898764212401E-07,1.75915376264794E-06,0.25920004749337,0.338862516198905,0.421829104674235,0.512283982209117,0.615232919285808,0.750244751578222,1.47134372150177,1.39408772981117,1.31296612619637,1.22371290539405,1.12032275011532,0.969609212407677,,-0.90%,,,-0.33%
200,5.58015633279313E-11,4.4503646414516E-10,3.54111911072283E-09,2.81229057892765E-08,2.24040303833089E-07,1.7792833847035E-06,5.19760679927219E-11,4.16457465709937E-10,3.33134199720841E-09,2.65878630116148E-08,2.13547283011485E-07,1.74856219852223E-06,0.258983434136937,0.338643045736018,0.421589431560987,0.512005911336738,0.614895204785635,0.74974956708416,1.47155083408848,1.39429826509608,1.31320152583642,1.22398790647198,1.1206703102321,0.970201937921324,,-0.98%,,,-0.43%
199,5.55894200801413E-11,4.43139517281338E-10,3.52651992455326E-09,2.80123650763494E-08,2.23276911807739E-07,1.77415304791076E-06,5.17964524701667E-11,4.14815715466222E-10,3.31757130681229E-09,2.64832246584172E-08,2.12798849394192E-07,1.74347566649734E-06,0.258839154073674,0.338478962646081,0.421418384829273,0.511823912078827,0.614710950829166,0.749509219063798,1.47167978691132,1.39443994370711,1.31336964870583,1.22416778265755,1.12086146315528,0.970489628910866,,-0.86%,,,-0.22%
198,5.52599599203605E-11,4.40645849424781E-10,3.50597031009709E-09,2.78426629538481E-08,2.21872874533559E-07,1.76355023424113E-06,5.15227255996714E-11,4.12339070389868E-10,3.29818617216946E-09,2.6322384670105E-08,2.11463341313715E-07,1.73283424267487E-06,0.258613232799287,0.338257090755517,0.421176469042806,0.511543188404133,0.614370604427829,0.749011048540589,1.47189094190658,1.39467369207962,1.31360744713784,1.22444557429754,1.12121351491976,0.971087817653926,,-0.95%,,,-0.32%
197,5.49580321599549E-11,4.38217810636009E-10,3.48651761763559E-09,2.76832884194694E-08,2.20577552922863E-07,1.75403745189829E-06,5.12168151032313E-11,4.10081031777579E-10,3.2798274761647E-09,2.61718598547342E-08,2.10217642554235E-07,1.72327681453856E-06,0.258405719434067,0.338042416859971,0.420946211885304,0.511278079956478,0.614054910914717,0.74856234163042,1.47211219075478,1.39488573244506,1.31383388523362,1.224706995542,1.12154280495171,0.971629486108906,,-1.00%,,,-0.36%
196,5.46262297872787E-11,4.35631053702157E-10,3.46596023328896E-09,2.75135634115499E-08,2.19172027354599E-07,1.74343266461858E-06,5.08927522952514E-11,4.07704563811968E-10,3.26045856594287E-09,2.60106724513E-08,2.08868603314198E-07,1.71271112325114E-06,0.258184549710823,0.337818326229447,0.420701537406746,0.510994171583663,0.613710490084791,0.748060234313356,1.47232354858068,1.3951004578869,1.31407409646493,1.22498850240114,1.12189629062843,0.972228906222186,,-1.10%,,,-0.46%
195,5.43618087508205E-11,4.33375795354813E-10,3.44818065877329E-09,2.73708558049535E-08,2.18056745481181E-07,1.73555868881341E-06,5.06656726754238E-11,4.05631468915616E-10,3.24367680308052E-09,2.58754457327255E-08,2.07798431730537E-07,1.7048606585309E-06,0.257996782665185,0.337617911635237,0.420488800706312,0.510754179328071,0.613435793132421,0.747686046698292,1.47250741119826,1.39529723947618,1.31428332424618,1.22522593455883,1.12218244509195,0.972677302298932,,-1.07%,,,-0.40%
194,5.40476669908091E-11,4.3094910783519E-10,3.42763106402742E-09,2.72009856766818E-08,2.16651542079004E-07,1.72495214808157E-06,5.03596890016465E-11,4.03253055842142E-10,3.22429336004151E-09,2.57147216670569E-08,2.06446606184042E-07,1.69422556518709E-06,0.257771976220131,0.337392240771931,0.420241606857923,0.510466969054857,0.613087903595571,0.747180251577257,1.47272227030284,1.39551483710597,1.3145262764373,1.22550965300841,1.12254014329319,0.973283667458997,,-1.14%,,,-0.50%
193,5.37466303113578E-11,4.28528641533991E-10,3.40818511333074E-09,2.70416215252137E-08,2.15356866208798E-07,1.71543742318283E-06,5.00859726719517E-11,4.00996436645177E-10,3.20594642767028E-09,2.55637315523725E-08,2.05204141890323E-07,1.68465828345024E-06,0.257559825162527,0.337172494668034,0.420006377771233,0.510195984371096,0.612765596505065,0.746724688437355,1.47293051511726,1.3957318867803,1.31475752279785,1.22577770743124,1.12287518151765,0.973832939232292,,-1.19%,,,-0.54%
192,5.34223919970435E-11,4.26031761927447E-10,3.38762286672297E-09,2.68719151039263E-08,2.13952097830286E-07,1.70483035319181E-06,4.97859074490626E-11,3.98430879115347E-10,3.18655456857653E-09,2.54028491926702E-08,2.03849459006343E-07,1.67404401506135E-06,0.257330560377866,0.336944833679207,0.419756242275998,0.509905757442563,0.612413925678696,0.746214823870573,1.47314145516911,1.39595077599116,1.31500331476154,1.22606496232012,1.12323778146108,0.974442703894343,,-1.28%,,,-0.64%
191,5.3796099331337E-11,4.29158662124632E-10,3.42109389074773E-09,2.72737584239049E-08,2.17812470655503E-07,1.71318969798441E-06,5.01326137976573E-11,4.01530673058323E-10,3.21810773504658E-09,2.57836055371253E-08,2.07566583135948E-07,1.68245278158634E-06,0.257601043802713,0.337229154081912,0.420162672554779,0.510590216507642,0.613375460869426,0.746617013984883,1.47287525558792,1.3956818776781,1.31460410014691,1.22538785260651,1.12224431188103,0.973959267964364,,-0.05%,,,0.37%
190,5.3449606014916E-11,4.26514299540069E-10,3.40052932275734E-09,2.71040421907102E-08,2.1640674456318E-07,1.70258056943358E-06,4.9794063424824E-11,3.99152383488567E-10,3.19873115412168E-09,2.56227806857102E-08,2.0620650432215E-07,1.67178359826967E-06,0.257358688394259,0.336995239765706,0.419913416059927,0.510302303664994,0.613027093331318,0.746106431580692,1.47312210776404,1.3959011285599,1.31484881047521,1.22567270053234,1.12260411897127,0.974573076634452,,-0.18%,,,0.27%
189,5.31617619067878E-11,4.24155760601706E-10,3.38107629764059E-09,2.69446401123414E-08,2.15112130042911E-07,1.69306403850354E-06,4.95396720764116E-11,3.96895293907332E-10,3.1803705762299E-09,2.54718913540847E-08,2.04969264524142E-07,1.66227628392989E-06,0.257144721602037,0.336773538144764,0.419676299197527,0.510030340060333,0.612704476215423,0.745646717965131,1.47333225601062,1.39611994900807,1.31508199681431,1.22594147941861,1.12293832075123,0.975123764399074,,-0.19%,,,0.23%
188,5.28277503331883E-11,4.2157067647725E-10,3.36052606505277E-09,2.67753127201588E-08,2.13707310125827E-07,1.68245464469411E-06,4.92342229139424E-11,3.94310404050652E-10,3.16099355517184E-09,2.53110163166211E-08,2.03618363070639E-07,1.65171128919406E-06,0.256915712704845,0.336542187918702,0.419424383924007,0.509739780128599,0.612352435134902,0.745132198052635,1.4735506884734,1.39634169950109,1.31532948832863,1.22622969535245,1.12329992634649,0.97573559877993,,-0.29%,,,0.13%
187,5.25639981074235E-11,4.19314704789386E-10,3.34273503045369E-09,2.66320706369961E-08,2.12591930799375E-07,1.67457754740017E-06,4.8988626337556E-11,3.92444641063138E-10,3.1442194639803E-09,2.5175867409483E-08,2.02549167967311E-07,1.64386407322521E-06,0.256720673427477,0.336335122833515,0.419205097061891,0.50949262931139,0.612071455990593,0.744748724354886,1.47374070908978,1.39654501157912,1.31554490487571,1.2264731524808,1.12359235001675,0.976194202670016,,-0.26%,,,0.19%
186,5.22471144439028E-11,4.16910423954345E-10,3.32218961574187E-09,2.64623467555258E-08,2.11186349776526E-07,1.6639672375181E-06,4.86843757916479E-11,3.89870460236906E-10,3.12483715217247E-09,2.50149755450348E-08,2.01197577264156E-07,1.63317394898445E-06,0.25648642099108,0.336103008482437,0.418950464395666,0.509198163319634,0.611715495029745,0.744230298758212,1.47396157352699,1.39676965109409,1.31579518546851,1.22676458614204,1.12395759126158,0.976816761177991,,-0.34%,,,0.09%
185,5.19501982892512E-11,4.14467545469256E-10,3.30272747169117E-09,2.63030167600327E-08,2.09890783605197E-07,1.65444781487781E-06,4.84089626536676E-11,3.87810876559656E-10,3.106480970457E-09,2.48641267972599E-08,1.99954905017403E-07,1.62367679330474E-06,0.2562699797777,0.335875018087813,0.418707861383633,0.508920109603619,0.61138552034452,0.743763228199722,1.47417813292987,1.39699383837143,1.31603358429081,1.22703942929126,1.12430027909773,0.97737472904084,,-0.37%,,,0.05%
184,5.16305097349137E-11,4.11970103731206E-10,3.28217667011555E-09,2.61332845685835E-08,2.08486417732708E-07,1.64383636563102E-06,4.81088375116665E-11,3.85249183683185E-10,3.08710181621554E-09,2.47032572855722E-08,1.98604402579538E-07,1.61316065689983E-06,0.256035919121414,0.335639657600518,0.418450195705491,0.508622154604568,0.611025777494559,0.743240429519551,1.47439687079343,1.39722022297338,1.3162867309381,1.22733425863926,1.12466962274825,0.977992214455375,,-0.45%,,,-0.05%
183,5.14446721697079E-11,4.09963218835357E-10,3.26757116118579E-09,2.60226715067367E-08,2.07723004848109E-07,1.63870236680949E-06,4.79032735884078E-11,3.83691192077095E-10,3.07332452493117E-09,2.45986783315102E-08,1.97866960338532E-07,1.60798403257356E-06,0.255900434020523,0.335457416159287,0.418266130066992,0.508426998723371,0.610829313662039,0.742986633300184,1.47455988192577,1.39738049444938,1.31646762471149,1.22752689035561,1.12487508766332,0.978299711349962,,-0.27%,,,0.18%
182,5.10894994085369E-11,4.07574741783361E-10,3.24703490639063E-09,2.58531306272278E-08,2.06317683483405E-07,1.62808850562542E-06,4.76031692155236E-11,3.81314773879532E-10,3.05395428561283E-09,2.44378086935931E-08,1.96522291695118E-07,1.59727800683336E-06,0.255636376952684,0.335222695191272,0.4180059835278,0.508126356221207,0.610465964499038,0.742460304629482,1.47478346653983,1.39762508112292,1.31672326544724,1.22782471294896,1.12524707789286,0.978931457127831,,-0.41%,,,0.07%
181,5.0787217385148E-11,4.0513469750187E-10,3.22756039109871E-09,2.56937193773118E-08,2.05022266216548E-07,1.61856817990767E-06,4.73242683992823E-11,3.79058443481076E-10,3.03558628217817E-09,2.42868270877052E-08,1.95281114607118E-07,1.58780321799035E-06,0.25541103694523,0.334989722995293,0.417757825242937,0.507841980107004,0.610129069283667,0.741986163827018,1.47500777909542,1.39785488022237,1.31696711162625,1.22810590723446,1.12559633849491,0.979495715274065,,-0.46%,,,0.03%
180,5.0469839127104E-11,4.02596713748144E-10,3.20700665818128E-09,2.5524204653265E-08,2.03617679303456E-07,1.60795323317136E-06,4.70236252086002E-11,3.76876121117759E-10,3.01622362637447E-09,2.41260883840586E-08,1.93939931003979E-07,1.57715729573348E-06,0.255172835486618,0.334748789285275,0.417494352510989,0.507537753920747,0.60976162792809,0.741455299495431,1.47523657886328,1.39807016043099,1.31722569091183,1.22840708149807,1.12597348000188,0.98012957478239,,-0.54%,,,-0.07%
179,5.02188188159246E-11,4.00270686829173E-10,3.18922286433587E-09,2.53811189700847E-08,2.0250195946455E-07,1.60007279866272E-06,4.67871342348914E-11,3.74607300698043E-10,2.99944218735531E-09,2.39908882687941E-08,1.92867167282008E-07,1.56942110569276E-06,0.254991698865288,0.334530938518988,0.417265076850633,0.507279476965047,0.609468137200242,0.741059599326925,1.47542576857483,1.39830053769001,1.31745108335479,1.2286618655063,1.12627623409679,0.980594961992183,,-0.48%,,,-0.01%
178,4.98794807779275E-11,3.97866494815457E-10,3.16867858991378E-09,2.52115854170011E-08,2.01096895708342E-07,1.58945830564608E-06,4.64724188726019E-11,3.72230139934282E-10,2.98006576594612E-09,2.38301243897001E-08,1.91520349144906E-07,1.55871545944117E-06,0.254726570379322,0.334285723142932,0.416998680559501,0.506971681720598,0.609096471386922,0.740524512362911,1.47566806130146,1.39853691495151,1.31771283045348,1.22896658335288,1.12665887152471,0.981235907153154,,-0.60%,,,-0.12%
177,4.95763543589999E-11,3.95447434933418E-10,3.1492138434421E-09,2.50518241809009E-08,1.99801469467791E-07,1.57993485691047E-06,4.61929256030458E-11,3.69972840255793E-10,2.96170040214746E-09,2.36791847417666E-08,1.90271130061079E-07,1.5491991977472E-06,0.254495855454469,0.334049367002209,0.41674474962526,0.506679841610018,0.60875174377465,0.740042342772057,1.47589436319702,1.39876957479331,1.31796242281327,1.22925444057791,1.12701563910929,0.981811453722983,,-0.65%,,,-0.16%
176,4.92519546837808E-11,3.92954572683685E-10,3.12866397994642E-09,2.48821212305444E-08,1.98396428856253E-07,1.56931815448651E-06,4.58927544009994E-11,3.6759736618044E-10,2.94232501664564E-09,2.3518369899308E-08,1.88929153719805E-07,1.53860058015952E-06,0.254248922058369,0.333803153041433,0.416475023573906,0.506367917022465,0.608375578838628,0.739502467336747,1.47612733666508,1.39899162452449,1.31822734766983,1.22956303124245,1.12740113798162,0.982451793213203,,-0.75%,,,-0.27%
175,4.91218715363921E-11,3.91677975958689E-10,3.12049498144679E-09,2.48389472181728E-08,1.98344926590315E-07,1.56845531963386E-06,4.57687417515266E-11,3.66508748648805E-10,2.93463524798998E-09,2.34774564857096E-08,1.88874025667096E-07,1.53774298241431E-06,0.254151944622926,0.3336883595201,0.416367329496074,0.506288241214385,0.608361745138483,0.73945848559907,1.47621540747394,1.39912017976654,1.31833295364618,1.2296418566704,1.12741702425638,0.982504400991647,,-0.44%,,,0.24%
174,4.88009430910004E-11,3.89264624803028E-10,3.09994293306304E-09,2.4669367671507E-08,1.96939918582374E-07,1.55783770161229E-06,4.54686178948659E-11,3.6412923241652E-10,2.91524861396836E-09,2.33168336392858E-08,1.87530914775133E-07,1.52712171419004E-06,0.253897482778705,0.333436722561284,0.416095185515768,0.505974023430246,0.607983108927106,0.738915861112273,1.47646689348589,1.39936202149387,1.31860037291032,1.22995257057215,1.12780530174669,0.983149993579653,,-0.53%,,,0.13%
173,4.85005194499529E-11,3.86807301695699E-10,3.0804850952407E-09,2.45098044675845E-08,1.9564406899472E-07,1.54831289383958E-06,4.51890998884366E-11,3.61872546053117E-10,2.89689871983E-09,2.31657358306921E-08,1.86283320774344E-07,1.5176071930042E-06,0.253663774882034,0.333191368719799,0.415835930694942,0.505676504283817,0.607631739610778,0.738426878310538,1.47669876705493,1.39960363632433,1.31885505945119,1.23024669774227,1.12816810746757,0.983732745625139,,-0.57%,,,0.09%
172,4.81841271416244E-11,3.84292895701383E-10,3.05992472568471E-09,2.43400850489665E-08,1.94239394868922E-07,1.53769399852033E-06,4.48678008592169E-11,3.59415743644647E-10,2.87751289870221E-09,2.30051412414833E-08,1.84939444023737E-07,1.50701015370963E-06,0.253415127769737,0.33293757238871,0.415560272821182,0.505358041649675,0.607248499910017,0.737879290453177,1.47693615798437,1.39985246861653,1.31912580214457,1.23056129147512,1.12856125143746,0.984381112060724,,-0.65%,,,-0.02%
171,4.79118062227819E-11,3.82012342508438E-10,3.04214341594143E-09,2.41971912147462E-08,1.9312324284596E-07,1.5298098565463E-06,4.46486859439746E-11,3.57422588364141E-10,2.86074333939663E-09,2.28697987280132E-08,1.83867462667982E-07,1.49919695224225E-06,0.253209781540991,0.332713395145369,0.415320437400713,0.505088290780592,0.606942203203508,0.737471036010612,1.47713906718235,1.40006957749768,1.31936141419978,1.23082802255597,1.12887661555632,0.984864547548061,,-0.64%,,,0.04%
170,4.75939229070481E-11,3.79546903890496E-10,3.02159163623709E-09,2.40274570477789E-08,1.91718469610782E-07,1.519190489877E-06,4.43378034097889E-11,3.55044715835309E-10,2.84137490600658E-09,2.27090395214514E-08,1.82521202588541E-07,1.48853224999181E-06,0.252947806183055,0.332455134957189,0.415041551875961,0.504765917434658,0.60655443859768,0.736918850857362,1.47738803538514,1.40031265063779,1.319635186719,1.23114677605402,1.12927491346842,0.985521134691142,,-0.72%,,,-0.07%
169,4.72894817827318E-11,3.77117726059034E-10,3.00212707509479E-09,2.3868009618205E-08,1.9042255111512E-07,1.5096629667665E-06,4.40583491185701E-11,3.52787437022522E-10,2.82301438971556E-09,2.25580047044834E-08,1.81275011210538E-07,1.47901567548958E-06,0.25270510155337,0.33220655718339,0.414775736002501,0.504461123994168,0.606194454954827,0.736421168405232,1.47762642894948,1.40056130937541,1.31989636226443,1.23144818339167,1.12964586188574,0.986113349445252,,-0.78%,,,-0.11%
168,4.69605640911658E-11,3.74606139599572E-10,2.98157033592043E-09,2.36982763837448E-08,1.89017831027987E-07,1.49904173340044E-06,4.37581912742477E-11,3.50411350116033E-10,2.80362662719118E-09,2.23973414205997E-08,1.79939952918848E-07,1.46841521168898E-06,0.252447792719276,0.331946568254592,0.414493202729515,0.504134556485764,0.605801756505595,0.735863762921766,1.47787331739823,1.40081124618146,1.32017391656584,1.23177089160056,1.13004570383949,0.986772276275287,,-0.89%,,,-0.23%
167,4.67482273994096E-11,3.72722896173139E-10,2.9669630245674E-09,2.35876701598327E-08,1.88254380000424E-07,1.4939035442275E-06,4.355260782464E-11,3.48758739603774E-10,2.78985407129911E-09,2.2292906045183E-08,1.79196199861851E-07,1.46337108601394E-06,0.252268719497363,0.33175705304313,0.414291300046517,0.503920563343129,0.605587228689212,0.73559313334801,1.47802953675608,1.40098093349016,1.32037219939787,1.23198182769478,1.13026956175246,0.987090006195497,,-0.74%,,,0.02%
166,4.6416109812163E-11,3.70145777090338E-10,2.94641721584052E-09,2.34180805253965E-08,1.8684917567903E-07,1.48328014710156E-06,4.32700780920551E-11,3.46293322660497E-10,2.7704849974101E-09,2.21318722145091E-08,1.77861113563497E-07,1.45261994472374E-06,0.252007645182073,0.331488655835687,0.414005694202544,0.503590612740896,0.605190319057506,0.735031561033495,1.47828001981273,1.40125586014143,1.32065264246793,1.23230890476823,1.13067341598799,0.987762017213634,,-0.86%,,,-0.09%
165,4.61265827695339E-11,3.67784147060958E-10,2.92695596658619E-09,2.32585119106308E-08,1.85553617693452E-07,1.47375201564614E-06,4.29730154235022E-11,3.44036326601084E-10,2.75213731837379E-09,2.19808484455122E-08,1.76605675371033E-07,1.44317407233958E-06,0.251761356138823,0.33123402540716,0.413733395835664,0.503278099652038,0.60482199648706,0.734525459313994,1.47853914067903,1.40150686787943,1.32092002909509,1.23261768661475,1.13105556660645,0.988358918281585,,-0.89%,,,-0.14%
164,4.58067438987601E-11,3.65258984129724E-10,2.90639672492068E-09,2.30887933778525E-08,1.84148598267701E-07,1.46312822661471E-06,4.26728772516246E-11,3.41659649348446E-10,2.73274772920937E-09,2.18201633252416E-08,1.752602793061E-07,1.43257263315811E-06,0.251497373042758,0.330967306329456,0.413443839678521,0.50294348646359,0.604419932389097,0.733958488052336,1.47878745984999,1.40176258290391,1.32120445644798,1.23294841638917,1.13146770832632,0.989027955141504,,-0.98%,,,-0.26%
163,4.55229263475067E-11,3.630320888619E-10,2.88860325566039E-09,2.29458641817211E-08,1.83032601603675E-07,1.45524118569008E-06,4.24219023564732E-11,3.39586421135504E-10,2.71598483787185E-09,2.16848239715771E-08,1.74190816679519E-07,1.42481814387521E-06,0.25127391791062,0.330728901699699,0.413191644386531,0.502659890507652,0.60409860521655,0.733535719767686,1.47901043407639,1.40199705127011,1.32145191045142,1.2332287569528,1.13179727343464,0.989523261230863,,-0.99%,,,-0.19%
162,4.52161464279116E-11,3.604436689344E-10,2.86805291615646E-09,2.27761172663338E-08,1.81627376907384E-07,1.44461578115119E-06,4.21216076180734E-11,3.3720899989576E-10,2.69660789618228E-09,2.15241010119148E-08,1.72843871964436E-07,1.41410622523123E-06,0.251005462327222,0.330451573955481,0.412898511388308,0.502320916429115,0.603691484610899,0.732963663104692,1.47926276828273,1.40225551286178,1.32173977752743,1.23356381833499,1.132214841373,0.990203945494026,,-1.06%,,,-0.31%
161,4.49152262865467E-11,3.58090582858466E-10,2.84859406538063E-09,2.26167009082128E-08,1.80332083572903E-07,1.43508535711258E-06,4.18421881744992E-11,3.34952148118975E-10,2.67825136851182E-09,2.13730574031944E-08,1.7160124845537E-07,1.40465059253268E-06,0.250752413872938,0.33019796612688,0.412619082108682,0.502000400340083,0.603313694423917,0.732447999566666,1.47951505864174,1.40251371213761,1.32201431373849,1.23388084893193,1.13260256851921,0.990811424076171,,-1.11%,,,-0.36%
160,4.45952567536778E-11,3.55555302062213E-10,2.82802981668828E-09,2.24469630931695E-08,1.78926527829174E-07,1.42445823647525E-06,4.15307407361854E-11,3.32575419581489E-10,2.65886823641378E-09,2.1212400490341E-08,1.70255658896199E-07,1.39399713136871E-06,0.250481456495874,0.329922095063194,0.412321779522291,0.501656787143063,0.602900970263147,0.731870212586954,1.47977865337264,1.4027755573439,1.32230616189968,1.23422037418382,1.13302516974448,0.991495135447262,,-1.21%,,,-0.48%
159,4.46154546287537E-11,3.55721801782491E-10,2.83325967513943E-09,2.25468097428149E-08,1.80266913346749E-07,1.42900570001043E-06,4.15724243388785E-11,3.3280035825743E-10,2.6637969321655E-09,2.13068728542604E-08,1.71540566919827E-07,1.3986095700136E-06,0.25050902492169,0.32994784085833,0.412397585348619,0.501859209182615,0.603294622150351,0.732117888312178,1.4797248280251,1.40275578103784,1.3222317592026,1.23402042923853,1.1326215646152,0.991200556665548,,-0.53%,,,0.46%
158,4.43072801686807E-11,3.5325782039206E-10,2.81270866398446E-09,2.23770061944997E-08,1.78860836580316E-07,1.41837871536348E-06,4.12724263613022E-11,3.3026731690258E-10,2.6444189159365E-09,2.11463874255279E-08,1.70192774405865E-07,1.38789207489346E-06,0.250235304169403,0.329674412713316,0.412098924587027,0.501514456076966,0.602881609488233,0.731538315525461,1.48000690564249,1.40301933850071,1.32252504816479,1.23436058360377,1.1330449900502,0.991889476476778,,-0.60%,,,0.34%
157,4.40047563454677E-11,3.50853494739122E-10,2.79324145988105E-09,2.22176323072475E-08,1.77565381768575E-07,1.40884638307087E-06,4.09928431140896E-11,3.28167067517827E-10,2.62605445035914E-09,2.09953747453943E-08,1.68949544125654E-07,1.37843292847665E-06,0.249976247505497,0.329406440860209,0.411814074565269,0.501188631443777,0.602498493182346,0.731015862445627,1.48026523646877,1.40328321798251,1.3228048984687,1.23468288092421,1.13343814537692,0.992504585270428,,-0.65%,,,0.30%
156,4.3686860280826E-11,3.48327326967429E-10,2.77268067763118E-09,2.20481564639924E-08,1.76160571949391E-07,1.39821720159222E-06,4.06928669458052E-11,3.25791192179307E-10,2.60668984535287E-09,2.08345254808511E-08,1.67605164325342E-07,1.36777528071427E-06,0.24970091048767,0.329125899232343,0.411511144293289,0.500839732501832,0.602080178617899,0.730430417833819,1.48052910049286,1.40353353294614,1.32310202271356,1.23502857473427,1.13386611597952,0.993196657231651,,-0.75%,,,0.17%
155,4.34283556715569E-11,3.46011266689857E-10,2.75489205563398E-09,2.19049208025541E-08,1.75044598940757E-07,1.39032814230001E-06,4.04546257143636E-11,3.23716828190756E-10,2.58992032439257E-09,2.06991952606217E-08,1.66533122431568E-07,1.36003350096337E-06,0.249482537757828,0.328879066794432,0.411247310655379,0.50054288057334,0.601745722506109,0.729993877781527,1.48074846511872,1.40379712936796,1.32336103827117,1.23532137032582,1.13420952642963,0.993705902113137,,-0.70%,,,0.25%
154,4.30907651537055E-11,3.43608510166519E-10,2.73433772571092E-09,2.17351926210996E-08,1.73639355703365E-07,1.37970145104151E-06,4.01294581000268E-11,3.21340738183336E-10,2.57054174210335E-09,2.05384583461468E-08,1.65190431599805E-07,1.34931664475543E-06,0.249182698361951,0.32859701473704,0.410940410700136,0.500188749688533,0.601321825516291,0.729403036885073,1.48103824541651,1.40405124268672,1.32366235646242,1.23567147950401,1.13464234765234,0.994406718052293,,-0.84%,,,0.12%
153,4.27941904524726E-11,3.41161943503738E-10,2.71486915671857E-09,2.15757091085932E-08,1.72343636827871E-07,1.37016581143699E-06,3.98619899873187E-11,3.1908182763816E-10,2.55219998587292E-09,2.03877444733979E-08,1.63948625703512E-07,1.33988000561723E-06,0.248919282665396,0.328320871088628,0.410647670877609,0.499853614241784,0.600928214496251,0.728870132161855,1.48128856171438,1.4043383295014,1.32394956000309,1.23600210231916,1.13504537270092,0.995031441876839,,-0.88%,,,0.08%
152,4.24725142838952E-11,3.38642684223903E-10,2.69431371639151E-09,2.140594803895E-08,1.70938293024262E-07,1.35953551330395E-06,3.95619823054825E-11,3.16587677052217E-10,2.53281146202834E-09,2.02267903435316E-08,1.62603393704052E-07,1.32921255516195E-06,0.248632705876108,0.328032958179392,0.410336390214556,0.499494310368186,0.600498269662013,0.728272986345389,1.48155906383369,1.40461137194808,1.32425530768244,1.23635773353037,1.13548496508151,0.99573657583355,,-0.99%,,,-0.05%
151,4.22589490203534E-11,3.36762117413222E-10,2.67970178694256E-09,2.12953322138249E-08,1.70174494302237E-07,1.35439279361654E-06,3.9356531938436E-11,3.1496581869063E-10,2.51904202612852E-09,2.01223203347478E-08,1.61872129529005E-07,1.32418916067543E-06,0.248441712544598,0.327819355392741,0.410113723653471,0.499258743137767,0.600263255371767,0.727982959047208,1.48175588495686,1.40481600752066,1.3244738069985,1.23658998713831,1.1357252529075,0.996073717155687,,-0.83%,,,0.23%
150,4.19340229030486E-11,3.3425223260535E-10,2.65914502633691E-09,2.11255926734478E-08,1.68768400039816E-07,1.34376301066259E-06,3.90759838317328E-11,3.12588159930797E-10,2.49966579500347E-09,1.99614959333255E-08,1.60525649467975E-07,1.31355686124166E-06,0.248149280495291,0.327527442068794,0.409798481414374,0.498895017138114,0.599828108663684,0.727380859124409,1.48201156081515,1.40510259464994,1.32478321949203,1.23694974867957,1.13617017417822,0.996781005626678,,-0.95%,,,0.10%
149,4.16305165719888E-11,3.31826512525101E-10,2.63967694555399E-09,2.09661008511353E-08,1.67473695125024E-07,1.33422700671218E-06,3.87768811911286E-11,3.10332135762914E-10,2.48132120454134E-09,1.98102778903077E-08,1.59285472310215E-07,1.30407940277855E-06,0.247875080161877,0.327246126560169,0.409497766598987,0.498550735150705,0.599424525858477,0.726837875917163,1.48229777133357,1.40538296617752,1.32507827901297,1.23729051294496,1.13658284957575,0.997419232496845,,-1.01%,,,0.05%
148,4.12996388137345E-11,3.29310071348837E-10,2.61912539817644E-09,2.07963588997789E-08,1.66068320169265E-07,1.32359404101367E-06,3.84586959352332E-11,3.07954799341159E-10,2.46193740569114E-09,1.96496199838674E-08,1.5794136390248E-07,1.29347103586207E-06,0.247580368999287,0.326950542115079,0.409177993201267,0.498181608614979,0.598983238701779,0.726229201953327,1.48257544909843,1.40566285033018,1.32539232900074,1.2376552368245,1.13703327766767,0.998132661491105,,-1.14%,,,-0.08%
147,4.10296108741638E-11,3.27017697612697E-10,2.60132714403166E-09,2.06534240053625E-08,1.64952568035448E-07,1.31570197283983E-06,3.82256451735975E-11,3.05881950984866E-10,2.44517888158453E-09,1.951428129253E-08,1.56871306823481E-07,1.28580505219238E-06,0.247332835202281,0.326687814903219,0.408899104140105,0.497868571506619,0.598630480192409,0.725775163548845,1.48282081990393,1.40592513877814,1.32566575726644,1.23796466155319,1.13739426012271,0.998655208502021,,-1.12%,,,0.00%
146,4.07101266616514E-11,3.24504965587307E-10,2.58076774831912E-09,2.04832774483219E-08,1.63546918296487E-07,1.30506933272047E-06,3.792546059604E-11,3.0350464682713E-10,2.42577372426018E-09,1.93535607335578E-08,1.55527779479783E-07,1.27507421210435E-06,0.247036563092961,0.326388421979896,0.408574656038878,0.497493269498689,0.598182979492684,0.725160408551142,1.4831022047664,1.40621336576894,1.32598461598548,1.23833474597946,1.13785054782112,0.999385620723396,,-1.23%,,,-0.14%
