fine_value,U_N_0,U_N_1,U_N_2,U_N_3,U_N_4,U_N_5,U_P_0,U_P_1,U_P_2,U_P_3,U_P_4,U_P_5,V_N_0,V_N_1,V_N_2,V_N_3,V_N_4,V_N_5,V_P_0,V_P_1,V_P_2,V_P_3,V_P_4,V_P_5,,DAC nmos0 U offset form ideal,,,DAC nmos5 U offset form ideal
89,2.54438587236416E-11,2.03253936094542E-10,1.62676210497795E-09,1.30434189238099E-08,1.03760027720741E-07,7.99416907747864E-07,2.36776370300752E-11,1.89894460685618E-10,1.52716404958947E-09,1.23118435274595E-08,9.84341726670457E-08,7.74225995786532E-07,0.229249926499409,0.308335993491717,0.389864064653722,0.477287891312475,0.574866824740998,0.690409219462979,1.50030377328836,1.42374469932238,1.34432356292598,1.25829870775644,1.16146309264974,1.03929164628599,,0.84%,,,-0.09%
88,2.51225667150062E-11,2.00742146328642E-10,1.60617471746906E-09,1.28735232153269E-08,1.02353304148333E-07,7.88753197675122E-07,2.33778005632589E-11,1.87517556666934E-10,1.50781108609396E-09,1.2151202121012E-08,9.70948297486007E-08,7.63740425592582E-07,0.228768164869933,0.3078555399861,0.389351871021161,0.476708684737335,0.574180578686403,0.689515479090278,1.50077050889344,1.42419999549408,1.34482429215861,1.25887043519187,1.16215254112818,1.04029831934816,,0.69%,,,-0.31%
87,2.48996735716474E-11,1.98852919159019E-10,1.59155973097623E-09,1.27628057845643E-08,1.01589929930995E-07,7.83599441158955E-07,2.31722942882685E-11,1.85781817398833E-10,1.49405009507539E-09,1.20466311471224E-08,9.63672570309759E-08,7.58705337970966E-07,0.228437485275522,0.307494050597152,0.388984393822348,0.476327332774962,0.573804521640213,0.689080551896694,1.50109227137804,1.42453849907339,1.34518411578837,1.2592464426549,1.16253067507102,1.04078289531766,,0.92%,,,0.16%
86,2.4581179874508E-11,1.9635005721786E-10,1.57097826837724E-09,1.2592911359865E-08,1.00183473618979E-07,7.72931865228835E-07,2.28720432230602E-11,1.83401300354492E-10,1.47468186964783E-09,1.18857154155198E-08,9.50275086318873E-08,7.48180842396535E-07,0.22794584138029,0.307005292864675,0.388461319070171,0.475736037749863,0.573104771742803,0.688172321205794,1.50155481171272,1.42503158724947,1.34569600230147,1.25983109597216,1.16323376129703,1.04180607972385,,0.78%,,,-0.07%
85,2.42805765221067E-11,1.93909359348204E-10,1.55150126398977E-09,1.24333853897105E-08,9.88866920177682E-08,7.63375952511464E-07,2.25925276948121E-11,1.81145581044679E-10,1.45634678902319E-09,1.17350660233689E-08,9.37918683120566E-08,7.38736512365145E-07,0.227482448325269,0.306527274855612,0.38796016796798,0.475173933452154,0.572451488252782,0.687349949066415,1.50201292887938,1.42549968269829,1.34618658493195,1.26038524341294,1.1638901954143,1.04272909897399,,0.71%,,,-0.16%
84,2.39588512928086E-11,1.91384099492681E-10,1.53091613939957E-09,1.22635599405684E-08,9.74805238456687E-08,7.527078871535E-07,2.22924845133065E-11,1.7876952132317E-10,1.43698037577119E-09,1.15740043784507E-08,9.24523628271918E-08,7.28279405807607E-07,0.22697609626534,0.306020956614185,0.387423839434916,0.474568006056108,0.571734077033794,0.68642348195472,1.50248860621691,1.42597394721382,1.34671126571247,1.26098515015496,1.16461069864668,1.04376724533098,,0.54%,,,-0.39%
83,2.3686291247967E-11,1.89138078140306E-10,1.51310727607837E-09,1.21203567179315E-08,9.6363750327244E-08,7.44799435284102E-07,2.20414245077856E-11,1.76702541672076E-10,1.42022390971723E-09,1.14387102086588E-08,9.13895388217967E-08,7.20522738491266E-07,0.226555860467384,0.305570754039899,0.386954179415749,0.474050876664777,0.571157452118916,0.685729462953658,1.50291522559443,1.42642575199352,1.34717076360616,1.26149518777286,1.16518912937848,1.04454194725239,,0.58%,,,-0.27%
82,2.33612090263857E-11,1.86615238006416E-10,1.49253125880941E-09,1.19504378556357E-08,9.49574526826228E-08,7.34124421208556E-07,2.17412367761548E-11,1.74320731816993E-10,1.40085674267146E-09,1.12779715325002E-08,9.00510240192041E-08,7.10013053005862E-07,0.22603349890505,0.305055425238888,0.386404830370529,0.473429735813267,0.570422467051488,0.684784237042062,1.50340448172419,1.42691778285039,1.3477084058712,1.26210858416942,1.16592632972338,1.04560101919246,,0.40%,,,-0.51%
81,2.30686045954954E-11,1.84209608229107E-10,1.47304128719177E-09,1.17908206424603E-08,9.36609746400252E-08,7.24569694452867E-07,2.14611485996831E-11,1.72064420225339E-10,1.38252055132496E-09,1.11268923069436E-08,8.88168781536216E-08,7.00580585180374E-07,0.225548702371613,0.304556357122611,0.385877669008158,0.472838608474335,0.569735887068126,0.68392798385037,1.50388356672513,1.42741181098947,1.34822407057328,1.26269267254482,1.16661489825561,1.04655732370289,,0.35%,,,-0.61%
80,2.27456235663455E-11,1.81666464359146E-10,1.45245987145528E-09,1.16208817740126E-08,9.22545300777107E-08,7.13896081450363E-07,2.11617157860052E-11,1.69689099200405E-10,1.36315138719837E-09,1.09663428725969E-08,8.74773177209623E-08,6.90135684763039E-07,0.225015959247899,0.304024249180238,0.385313599226769,0.472200890740908,0.568981036693789,0.682962548202635,1.50438734404816,1.42791738218939,1.34877599503641,1.26332161850355,1.16737216993418,1.04763515995333,,0.17%,,,-0.87%
79,2.26125380191032E-11,1.80478753190397E-10,1.44428194165026E-09,1.15776709526161E-08,9.2203366558329E-08,7.13039325053897E-07,2.10377465338351E-11,1.68601540300488E-10,1.35546927362071E-09,1.0925408458193E-08,8.74297175875454E-08,6.89272452550374E-07,0.224792057828588,0.303777699376429,0.38508731581546,0.472037332101741,0.568953376129972,0.682885267992724,1.50461196181457,1.42814609090869,1.34899699346098,1.26348336489226,1.16739927202705,1.04772463113519,,0.82%,,,0.25%
78,2.22886567722872E-11,1.77964861515745E-10,1.42370600814751E-09,1.14077415356522E-08,9.07966129798091E-08,7.0236818189128E-07,2.07448746110084E-11,1.6629534887349E-10,1.33609702782917E-09,1.07645977107873E-08,8.60896304848062E-08,6.78812818175824E-07,0.224250330946282,0.303234798362433,0.384512440520806,0.471388484231931,0.568187210268592,0.681906190267513,1.50512361162218,1.42868209304124,1.3495597005789,1.26412436146397,1.16816782773026,1.04881266872571,,0.64%,,,0.01%
77,2.19907063090473E-11,1.75557751780048E-10,1.40422143937735E-09,1.12482119076862E-08,8.94999062338945E-08,6.92809519325215E-07,2.04579694471201E-11,1.63970345258003E-10,1.31775848675867E-09,1.06137582139278E-08,8.48566459270034E-08,6.69400044416363E-07,0.223742532349012,0.30271004939904,0.383960584644316,0.470770982503825,0.56747116146007,0.681019102887406,1.50562751896189,1.42920148011852,1.35009967836571,1.26473386538678,1.16888461746966,1.04979838034644,,0.57%,,,-0.09%
76,2.16727573493252E-11,1.73044573589566E-10,1.38363337237346E-09,1.10783239451731E-08,8.80935581636762E-08,6.821394989328E-07,2.01583104008302E-11,1.61593446406669E-10,1.29839577028296E-09,1.04529476106155E-08,8.3518159230895E-08,6.58958004269308E-07,0.223189225544166,0.302153507083604,0.383369349670661,0.470104221069493,0.566683600189057,0.680018690947856,1.50615341995815,1.42973736392851,1.35067773683101,1.26539271483003,1.16967353708989,1.05091204491686,,0.40%,,,-0.35%
75,2.13969566472471E-11,1.70802039000304E-10,1.36582880807413E-09,1.09350972341915E-08,8.69768744982443E-08,6.74227395555515E-07,1.99046144947062E-11,1.59521516865746E-10,1.28164434443241E-09,1.03176184296098E-08,8.24547643230782E-08,6.51216599051307E-07,0.222712862653217,0.301659462564316,0.382851130480295,0.469534547877913,0.56604989253295,0.679268515499633,1.50662890859292,1.4302266357667,1.35118458657633,1.26595460854608,1.17030855555508,1.05174302151047,,0.43%,,,-0.21%
74,2.10786508365959E-11,1.68275575811077E-10,1.3452423994761E-09,1.07651550905667E-08,8.55702485188817E-08,6.63557185577997E-07,1.96067038673172E-11,1.57108916053015E-10,1.26228207690639E-09,1.0156879572159E-08,8.11172575825709E-08,6.40720604075413E-07,0.222139926572444,0.301081409868025,0.382243713217432,0.468849397100566,0.565240801147711,0.678245862262076,1.50716170827009,1.43077251039214,1.35177845832466,1.2666310990869,1.17111793395913,1.05288103333496,,0.25%,,,-0.48%
73,2.07770883433567E-11,1.65848442935648E-10,1.32574289653809E-09,1.06054336995662E-08,8.42734713757002E-08,6.53986663184597E-07,1.93276126703714E-11,1.54890792455142E-10,1.24394320632961E-09,1.00059718675731E-08,7.9883989345069E-08,6.31355713562432E-07,0.221598818779065,0.300527148411942,0.381659993411298,0.468196069298706,0.564483870216451,0.67731753884236,1.5076954375535,1.43131604620676,1.3523491035868,1.267275460204,1.17187507965971,1.05390815328749,,0.16%,,,-0.60%
72,2.04555741827614E-11,1.63312982837556E-10,1.30516512038109E-09,1.04356113773748E-08,8.28669000431017E-08,6.43320768131322E-07,1.90271548078634E-11,1.52513493995228E-10,1.22458167714536E-09,9.84519804141811E-09,7.85457132328588E-08,6.20902256985175E-07,0.221007343655731,0.299933455281433,0.381034892633892,0.467491142499149,0.563650511400814,0.676269693611746,1.50827060510857,1.43189415856409,1.35296045110521,1.26797210510551,1.17270884608403,1.05506775944097,,-0.04%,,,-0.88%
71,2.02338473175496E-11,1.61485204480307E-10,1.29054371176812E-09,1.03248239446798E-08,8.21028719391566E-08,6.38156644572278E-07,1.88216921895656E-11,1.50818077446487E-10,1.2108244383929E-09,9.7404403720372E-09,7.78195261527395E-08,6.15855054349132E-07,0.220598414836179,0.299502435633607,0.380584892582455,0.467025398341118,0.563192314210923,0.675759231912473,1.50866582983837,1.43230858708972,1.35340053848679,1.26843182120812,1.17316671140669,1.05563118155629,,0.25%,,,-0.30%
70,1.99141062839336E-11,1.5891420525534E-10,1.26996167227733E-09,1.01548535575866E-08,8.06960394147293E-08,6.27492476795919E-07,1.85289912315028E-11,1.4832835728591E-10,1.1914618778397E-09,9.5797445801826E-09,7.64817441836085E-08,6.05398724193577E-07,0.21999553690126,0.298891517960928,0.379942986757465,0.466301584578345,0.562338144751848,0.674690025692195,1.50923630987889,1.43291167192247,1.35402818768261,1.26914615394739,1.17402049856305,1.05681351294277,,0.05%,,,-0.59%
69,1.96127771143189E-11,1.56500143134573E-10,1.25046383008656E-09,9.99519621187961E-09,7.93992489010257E-08,6.17938649585645E-07,1.82397656568919E-11,1.46142017576237E-10,1.17312500184959E-09,9.42880001101011E-09,7.52474737287075E-08,5.96099940090123E-07,0.219422653918778,0.298303435674289,0.379325511940899,0.465611176720406,0.561538424312661,0.673720337407919,1.50980417195594,1.43347228108732,1.35463173762524,1.2698275050826,1.17482041124352,1.05787683283647,,-0.05%,,,-0.71%
68,1.92895216881298E-11,1.53964393781094E-10,1.22987971982731E-09,9.82527933950029E-09,7.79925869727634E-08,6.0725131495214E-07,1.79502690426274E-11,1.43766169069221E-10,1.15376377182949E-09,9.26803817809644E-09,7.39112137448449E-08,5.85582003947954E-07,0.21879545610749,0.297679953394565,0.37866973755889,0.464864850558937,0.560657080493396,0.672622428319815,1.51039113416529,1.43406792629966,1.35527897589867,1.27056457447636,1.17570006025367,1.0590937772559,,-0.28%,,,-1.02%
67,1.90169032886066E-11,1.51749688139698E-10,1.21217097671571E-09,9.68217632419623E-09,7.68757756695773E-08,5.99338332007833E-07,1.76863266746576E-11,1.41694387071963E-10,1.13701441367012E-09,9.13277545495787E-09,7.28493717291447E-08,5.7783826773247E-07,0.218255176278959,0.297124349406395,0.378087765975183,0.464226766234087,0.559946736516794,0.671798581283034,1.51093000408682,1.43462283266969,1.35584742291157,1.2711941340042,1.17640949933541,1.06000041224763,,-0.24%,,,-0.87%
66,1.8701516960882E-11,1.49212342505837E-10,1.19128891982271E-09,9.51218936269118E-09,7.54688904476501E-08,5.88661157710585E-07,1.73906970160943E-11,1.39359835210947E-10,1.11765110772912E-09,8.97192696451439E-09,7.15113327945184E-08,5.67386458643269E-07,0.217624266043142,0.296473088047976,0.377400323734108,0.463457110915767,0.559038081161562,0.670674294575716,1.5115434675258,1.43523865866138,1.35651475638045,1.27195432645599,1.17731707829549,1.06123818592781,,-0.43%,,,-1.19%
65,1.83998179105014E-11,1.46799410170234E-10,1.17198268013661E-09,9.35252369792632E-09,7.41720074168813E-08,5.79103406553319E-07,1.71112698987042E-11,1.37063158096792E-10,1.09931318735546E-09,8.82107380498333E-09,7.02787768999453E-08,5.58033227420044E-07,0.217010560948562,0.295848705764751,0.376741734152311,0.462722241057879,0.558186379660516,0.669652571943682,1.51213285883019,1.4358543950029,1.35715713531178,1.27267905224758,1.17816698403908,1.06236086851695,,-0.56%,,,-1.32%
64,1.80777012517112E-11,1.44259092771579E-10,1.15139205465276E-09,9.18247590014205E-09,7.27651083466973E-08,5.68417731298511E-07,1.68111009471144E-11,1.34686715895921E-10,1.07995468935911E-09,8.66028839423604E-09,6.89412069357249E-08,5.47589719465987E-07,0.216344357940324,0.295180300210625,0.376036002607381,0.461926413740413,0.557246582727004,0.668494894006556,1.5127765960511,1.43650231669389,1.35784660458615,1.2734644803779,1.1791049081939,1.06362946746823,,-0.80%,,,-1.66%
63,1.8434795612226E-11,1.47405259187715E-10,1.18501971067934E-09,9.58506555000907E-09,7.66307637036673E-08,5.76831337058521E-07,1.71447590954048E-11,1.37613473881177E-10,1.11147592278978E-09,9.04095106904557E-09,7.26161386855396E-08,5.55843310850603E-07,0.217084579666204,0.296009236375872,0.377185803136436,0.463788655577362,0.559789612427416,0.669407978046718,1.5120609039541,1.43570575640187,1.35672992846639,1.2716265471569,1.17656659447363,1.06262550942691,,2.68%,,,1.36%
62,1.81140126458732E-11,1.44842350928565E-10,1.16420802633483E-09,9.41501323508688E-09,7.52239065162495E-08,5.66156891472436E-07,1.68446047155104E-11,1.35219186742639E-10,1.09211988352475E-09,8.88009400643282E-09,7.12787735303576E-08,5.45377711344227E-07,0.21642010715599,0.295334789730396,0.376480726832191,0.463011256259126,0.558878243433817,0.66824863902023,1.51268183089379,1.4363341214398,1.3574119501969,1.27239412652013,1.17747640588724,1.06390116594778,,2.50%,,,1.07%
61,1.78132261855123E-11,1.42414047928228E-10,1.14479246287439E-09,9.25533501416164E-09,7.39269869705823E-08,5.56586564937752E-07,1.65677329073839E-11,1.3296824679623E-10,1.07378368699757E-09,8.72926522817368E-09,7.0046172475043E-08,5.36070594743938E-07,0.21579228671678,0.294691657981244,0.375811539747697,0.46226908969647,0.5580239099104,0.667192436701287,1.5133071772056,1.43697175349138,1.35806890368641,1.27312586144057,1.17832890703802,1.0650519611925,,2.43%,,,0.97%
60,1.74932047655637E-11,1.39877714927257E-10,1.12410098766216E-09,9.08536268953486E-09,7.2519993929069E-08,5.45911905522894E-07,1.62654175811736E-11,1.3058812326325E-10,1.0544235233495E-09,8.5685011705434E-09,6.87096438697691E-08,5.25626317520867E-07,0.215104594684621,0.294004526544725,0.375086568475023,0.461465640660699,0.557081117285756,0.665999005609118,1.51395822968929,1.43763159019935,1.35877442472644,1.27391904681249,1.17926897687891,1.06635959784629,,2.25%,,,0.66%
59,1.72194833882688E-11,1.37663232686529E-10,1.10628740806105E-09,8.94227577867319E-09,7.14031271528435E-08,5.37994445395957E-07,1.60137858782838E-11,1.28555266678924E-10,1.03767685551132E-09,8.43315403941627E-09,6.76477988050112E-08,5.17910889834089E-07,0.214515517490548,0.293393198376563,0.374451106997834,0.460778168304535,0.556320506262029,0.665099956954267,1.51454408804872,1.43822745247693,1.3593948863783,1.27459779201131,1.18002788413663,1.06733966688717,,2.32%,,,0.85%
58,1.69000317867774E-11,1.35122673395075E-10,1.08582552649184E-09,8.77223204237382E-09,6.99962065965797E-08,5.27316167244086E-07,1.57100861503815E-11,1.26140163727286E-10,1.01831561151271E-09,8.27243210100242E-09,6.6310800356733E-08,5.07468741333007E-07,0.213803584653833,0.29268217806847,0.373706735305044,0.45994750488918,0.55534640545749,0.663872158035925,1.5152401997081,1.43891212775312,1.36012440830398,1.27541726755822,1.18099916130416,1.06868202476219,,2.13%,,,0.53%
57,1.65995900725321E-11,1.32707346408899E-10,1.066304248999E-09,8.61248289287392E-09,6.86991600769679E-08,5.1773676801417E-07,1.54344624568232E-11,1.23887637559855E-10,9.99984920616478E-10,8.12149542992829E-09,6.50785951450896E-08,4.98143787132469E-07,0.213131529988792,0.291991099035019,0.372988404396683,0.459153119884675,0.554432052070879,0.662751426205442,1.51587741485187,1.43958898372309,1.36082757648822,1.27620064864263,1.18191038271086,1.06990052848472,,2.05%,,,0.41%
56,1.62782382578044E-11,1.30175211233041E-10,1.04574683805907E-09,8.44256127634119E-09,6.72921154103577E-08,5.07060193102617E-07,1.51340982202627E-11,1.21509481310049E-10,9.80626414796615E-10,7.96078826314588E-09,6.37420415807779E-08,4.87694261796688E-07,0.212390212989382,0.291249361944376,0.372210277688818,0.458292683410744,0.553421748479418,0.661485131344896,1.5165735703216,1.44031317019497,1.36158384851604,1.27704999140441,1.18291689058018,1.07128375312896,,1.84%,,,0.06%
55,1.60574472034622E-11,1.28295103422989E-10,1.03111594025879E-09,8.33179570365783E-09,6.65277896823721E-08,5.01911148476395E-07,1.49286799390312E-11,1.19770449182854E-10,9.66872239041938E-10,7.85607410662624E-09,6.30160006160983E-08,4.82667690246497E-07,0.211876799685693,0.290698945809208,0.371657719288848,0.457722919129008,0.552864638878556,0.660865656368431,1.51709497783487,1.44084650460306,1.36213001277522,1.2776121622242,1.18347181574847,1.07195902981882,,2.23%,,,0.81%
54,1.57352340509683E-11,1.25770962949992E-10,1.01052375289839E-09,8.16174759421438E-09,6.51207954868146E-08,4.91228016584538E-07,1.46284967847284E-11,1.17394058005761E-10,9.47516111995338E-10,7.69534315476627E-09,6.16795712470719E-08,4.72258717340372E-07,0.211110847627311,0.289933311519151,0.370850716971801,0.456834090632052,0.551823277121286,0.659561699334544,1.51783382478064,1.44158756640862,1.36291150713098,1.27848898221999,1.18450884667457,1.07337234823704,,2.01%,,,0.46%
53,1.54353119931426E-11,1.23360142519314E-10,9.91020058426681E-10,8.00204663009631E-09,6.38236529220927E-08,4.81652858913679E-07,1.43491418056929E-11,1.15140130548015E-10,9.29183793892621E-10,7.5443966077134E-09,6.04475129329861E-08,4.62942634911631E-07,0.210391706641207,0.289200518566468,0.370085209363562,0.455983217581225,0.550844424272678,0.658374979087972,1.51852818141622,1.44229744834147,1.3636660564644,1.27932831710185,1.1854834005229,1.07465734959892,,1.93%,,,0.33%
52,1.51130702556879E-11,1.20819077364355E-10,9.70283410762019E-10,7.83200479858218E-09,6.24164952565154E-08,4.70959318461157E-07,1.40488712625035E-11,1.12762962886224E-10,9.09827734699453E-10,7.38365642764478E-09,5.91112711707786E-08,4.52524475824778E-07,0.209590113998248,0.288403400616806,0.369245725711797,0.455059369287006,0.549761297231645,0.657029816318895,1.51927886160023,1.44305893759017,1.36447855935984,1.28023972849614,1.18656129440121,1.07611746734568,,1.69%,,,-0.05%
51,1.48382018305322E-11,1.18589940606732E-10,9.52607477003338E-10,7.68884366461643E-09,6.12993411439824E-08,4.63051476637364E-07,1.37949369531194E-11,1.10691256003234E-10,8.93079855778645E-10,7.24835810555107E-09,5.80502929863165E-08,4.44802664771451E-07,0.208902876440151,0.287691042909374,0.368514110803366,0.454266698814965,0.548885011352837,0.656012776006937,1.51996658450465,1.44376044845478,1.36519521224033,1.28102152768932,1.18743328242549,1.07721372979777,,1.76%,,,0.16%
50,1.45214859752706E-11,1.16044871818816E-10,9.32045845169169E-10,7.51877731520456E-09,5.98921112686496E-08,4.52364185667379E-07,1.34977355814302E-11,1.08314903861845E-10,8.73725675317723E-10,7.08763598646841E-09,5.67142632499767E-08,4.34411831748994E-07,0.20808515658334,0.286864460826693,0.367647764208764,0.453306661083393,0.547759685578947,0.65462231019487,1.52075768933179,1.44454279553669,1.36603979735923,1.28196835231631,1.18855251070735,1.07871969925388,,1.55%,,,-0.23%
49,1.42213982605009E-11,1.13625664262445E-10,9.12303294920735E-10,7.35905649082638E-09,5.85948069256941E-08,4.42794801697572E-07,1.32182493244445E-11,1.06060130242018E-10,8.55395100853274E-10,6.93668849212961E-09,5.5482723457772E-08,4.25115797719403E-07,0.207305232025767,0.286061527693042,0.366809426925342,0.452386079689494,0.546700132770917,0.65334883400476,1.52151065583547,1.44533048293921,1.36685660878105,1.2828762530711,1.1896060026762,1.08008847898843,,1.44%,,,-0.39%
48,1.390124800157E-11,1.11109506089581E-10,8.91909735904829E-10,7.18898074973264E-09,5.71874845228449E-08,4.3211358549499E-07,1.29191825690803E-11,1.03684374415658E-10,8.36040103557727E-10,6.77596229069936E-09,5.41469905816099E-08,4.14725912002231E-07,0.20644040287883,0.285197973199414,0.365906651631554,0.451384736353108,0.545525607580019,0.651902825699344,1.522349334795,1.44617551414037,1.36773770283786,1.28386372902854,1.19077336087452,1.08164544144396,,1.19%,,,-0.81%
47,1.37674254002748E-11,1.09946707875397E-10,8.8361120220207E-10,7.14572760504462E-09,5.71362270696009E-08,4.31258302008045E-07,1.2794237248025E-11,1.02579953399157E-10,8.28357073782688E-10,6.73508912186284E-09,5.40984585810036E-08,4.13907960069878E-07,0.206076311344099,0.284803843597004,0.365545925607194,0.451126492691092,0.545482320358367,0.651785863857045,1.52269424457526,1.44656329786799,1.36809295353995,1.28411837747186,1.19081627500942,1.08176623349393,,2.26%,,,1.05%
46,1.34487901315288E-11,1.07392177494338E-10,8.63014922728384E-10,6.97564872652211E-09,5.57288511241742E-08,4.20569000485341E-07,1.24962914166017E-11,1.00220724330006E-10,8.08984832920439E-10,6.57437394708984E-09,5.27623703385806E-08,4.03509002571404E-07,0.205193572662581,0.283903548340814,0.364610733006178,0.450096434760683,0.544279352825326,0.650309753094761,1.52353114857147,1.44740290654287,1.36900308502197,1.28513404080495,1.19201192452058,1.08336021799488,,2.03%,,,0.65%
45,1.31403521452084E-11,1.04966441436043E-10,8.43409199911229E-10,6.81590849513531E-09,5.44314363515997E-08,4.10991733516329E-07,1.22144876745854E-11,9.79670561327262E-11,7.90672828873384E-10,6.42344112941823E-09,5.15312395221494E-08,3.9420904231735E-07,0.204327429975304,0.283036929311091,0.363708021336078,0.449107042493547,0.54314490554201,0.648954321359676,1.52437796989695,1.44825860490306,1.36988306457243,1.286109490198,1.19313874060589,1.08481142751568,,1.86%,,,0.50%
44,1.28218991971201E-11,1.02435834448829E-10,8.23049972709202E-10,6.64580909089827E-09,5.302398247084E-08,4.00307878742677E-07,1.19145564628397E-11,9.55902482110248E-11,7.71320965755728E-10,6.26272438310584E-09,5.01956523507509E-08,3.83825791418478E-07,0.203396077308602,0.282102590713065,0.362733615779448,0.448028979481499,0.541885237269105,0.647413912452432,1.525289656359,1.44915521803635,1.37083477983411,1.28717229535318,1.19438973848886,1.08646263358406,,1.61%,,,0.06%
43,1.2549993736177E-11,1.00235530073678E-10,8.05201981029538E-10,6.50261801288876E-09,5.19065927294874E-08,3.92385476497334E-07,1.16622890594453E-11,9.35187086643422E-11,7.54575176927356E-10,6.12742284788429E-09,4.91351540114288E-08,3.7612869452222E-07,0.20258917839179,0.281267956905227,0.361871862673662,0.447100939967332,0.540862667234215,0.64624857712327,1.52606767978846,1.44998255962556,1.37167723122051,1.28808722849932,1.19540525850996,1.08770780004248,,1.72%,,,0.31%
42,1.22294057716423E-11,9.76973268639482E-11,7.84600989326427E-10,6.33250206605621E-09,5.04990234063592E-08,3.81699062832664E-07,1.13629687515049E-11,9.11175958630582E-11,7.35225388586876E-10,5.96671459426139E-09,4.77998668248459E-08,3.65790102622937E-07,0.201615420637393,0.280289420961038,0.360847038791293,0.445972819213089,0.539544772624056,0.644645813477259,1.5269840689135,1.45091702745762,1.37267359988781,1.28919913601525,1.19671324858896,1.08941726562379,,1.43%,,,-0.15%
41,1.19267895023114E-11,9.52522296522575E-11,7.64853471130096E-10,6.17273313045718E-09,4.92014558097464E-08,3.72120021110688E-07,1.10842951246103E-11,8.88877293175879E-11,7.16896835900983E-10,5.81578362274705E-09,4.6568964775774E-08,3.56492457001523E-07,0.200678795895855,0.279335053405824,0.359855195722946,0.44488677002342,0.538299008680106,0.643176911786847,1.52790214221942,1.45184272922403,1.37364116209456,1.29026951333142,1.19794940258098,1.09098562657876,,1.28%,,,-0.34%
40,1.16173165222707E-11,9.27394206991351E-11,7.44485732634699E-10,6.00260358981248E-09,4.7793801958053E-08,3.61435271719396E-07,1.0788833431181E-11,8.65121426038015E-11,6.97545679333589E-10,5.65507054362675E-09,4.5233653538455E-08,3.46142007184129E-07,0.199681812798444,0.278303908087438,0.358780165664518,0.443700507390591,0.536912229202359,0.641498459812433,1.52889197644699,1.45285272222095,1.37468915329515,1.29143856702548,1.19932523266468,1.09277091264024,,1.06%,,,-0.85%
39,1.13869962500575E-11,9.08789014069204E-11,7.2984646999357E-10,5.89176805949456E-09,4.70292690276175E-08,3.56272684172926E-07,1.05779743168926E-11,8.47732743670257E-11,6.83796989852363E-10,5.55037755097143E-09,4.45084867510195E-08,3.41144130245555E-07,0.1989264729537,0.277531552888638,0.357998714665431,0.442910358276854,0.536142899738887,0.640672763925422,1.52960089080707,1.45360064042307,1.37545105097531,1.29221716389777,1.20008831020184,1.0936479877419,,1.52%,,,0.19%
38,1.10626128239191E-11,8.83390465138408E-11,7.09267316635412E-10,5.72163050036552E-09,4.5621530655494E-08,3.45585687656454E-07,1.02778234307335E-11,8.23970985030986E-11,6.64406908354989E-10,5.38968111746285E-09,4.3173241769923E-08,3.30832375843099E-07,0.197842954258802,0.276451684854685,0.356874096110176,0.441669492391508,0.534695129077409,0.638934029722143,1.53065304042374,1.45462574995039,1.37655128342706,1.29343974436465,1.20152412638066,1.09549022134973,,1.17%,,,-0.33%
37,1.07634669670888E-11,8.59253146795112E-11,6.89738375577517E-10,5.56183213696685E-09,4.43237643860361E-08,3.36004915484861E-07,9.99842375357987E-12,8.01428442562207E-11,6.46121220766757E-10,5.23875886731513E-09,4.19426429727139E-08,3.21515497043644E-07,0.196804051719355,0.275396191386116,0.355776673797097,0.440471629089182,0.533322841645777,0.637329089921265,1.53164311977004,1.45565430802546,1.37761784778484,1.29461982610341,1.20288450242027,1.09719468416258,,1.03%,,,-0.54%
36,1.04527860647736E-11,8.33814700581254E-11,6.69120206216921E-10,5.39167063969338E-09,4.29159087729946E-08,3.25317705645399E-07,9.70583784898391E-12,7.77669384956581E-11,6.26773084715319E-10,5.07805566532031E-09,4.06076096780117E-08,3.11197280911413E-07,0.195710359286484,0.274251675091528,0.354584681747439,0.43915951105688,0.531790839417994,0.635495805324729,1.53272958667562,1.45677632631553,1.37877884713938,1.29591234299106,1.20440303240731,1.09913080752854,,0.77%,,,-1.11%
35,1.01705269241531E-11,8.1164498336732E-11,6.51303935180442E-10,5.24842206057868E-09,4.17982107103555E-08,3.17390193918055E-07,9.44703428525167E-12,7.56906512962818E-11,6.10031963379229E-10,4.94278954188341E-09,3.95478580378421E-08,3.03521691125732E-07,0.194672460981489,0.273227249083307,0.353526311714373,0.438023974375577,0.530540616128254,0.634102167489862,1.53370852869083,1.45777195241058,1.379811913282,1.29703068827818,1.20564194492329,1.10060295751743,,0.77%,,,-0.84%
34,9.85009644863745E-12,7.86216158825477E-11,6.30681442959909E-10,5.07824731548501E-09,4.03902200433513E-08,3.06701730012146E-07,9.14713001909606E-12,7.33194372896492E-11,5.90684951500806E-10,4.78209379333803E-09,3.82129541215424E-08,2.9320621957277E-07,0.193463214065215,0.27201400477215,0.352263409196035,0.436635973318348,0.528920234766011,0.632174862367743,1.53487938697629,1.45894262324091,1.38104073622352,1.29839762905169,1.20724735771126,1.10263326849998,,0.39%,,,-1.45%
